id,k,alpha,time,acc,score
1,100,700,0.47189403184999995,0.54,0.10800000000000001
2,90,690,0.4687043318666666,0.57,0.11399999999999999
3,90,710,0.47888522966666675,0.54,0.10800000000000001
4,110,690,0.009424111283333285,0.57,0.11399999999999999
5,110,710,0.009729330466666634,0.55,0.11000000000000001
6,100,680,0.46473171778333344,0.54,0.10800000000000001
7,120,680,0.009188707916666771,0.57,0.11399999999999999
8,120,700,0.009429248766666613,0.59,0.118
9,130,690,0.009477083616666705,0.55,0.11000000000000001
10,130,710,0.009757694999999936,0.55,0.11000000000000001
