id,k,alpha,time,acc,score
1,200,500,0.3535631780833333,0.59,0.118
2,190,490,0.34332480178333336,0.59,0.118
3,190,510,0.35555134663333343,0.61,0.122
4,210,490,0.007064153933333491,0.58,0.11599999999999999
5,210,510,0.007305461966666608,0.59,0.118
6,180,500,0.007173117749999847,0.62,0.124
7,180,520,0.3615157510166668,0.62,0.124
8,200,520,0.007182218683333493,0.59,0.118
9,170,510,0.007163555000000107,0.62,0.124
10,170,530,0.36947952424999997,0.61,0.122
11,190,530,0.007518056833333494,0.6,0.12
