id,k,alpha,time,acc,score
1,400,900,0.6125893107333334,0.55,0.11000000000000001
2,390,890,0.60217389415,0.56,0.11200000000000002
3,390,910,0.6227400564166667,0.55,0.11000000000000001
4,410,890,0.012281611166666788,0.56,0.11200000000000002
5,410,910,0.012475811083333354,0.56,0.11200000000000002
6,400,920,0.6332189726166668,0.57,0.11399999999999999
7,420,900,0.012256796916666701,0.57,0.11399999999999999
8,420,920,0.01250514273333323,0.56,0.11200000000000002
9,430,890,0.0122432778999998,0.56,0.11200000000000002
10,430,910,0.012569426700000007,0.55,0.11000000000000001
