id,k,alpha,time,acc,score
1,500,70,3.8963375829,0.56,0.11200000000000002
2,480,68,3.5694399319166665,0.56,0.11200000000000002
3,480,72,4.259200904166666,0.57,0.11399999999999999
4,520,68,0.0006273975999988579,0.55,0.11000000000000001
5,520,72,0.0006766705833342712,0.57,0.11399999999999999
6,500,74,4.21079257635,0.55,0.11000000000000001
7,540,70,0.0006464289333337093,0.57,0.11399999999999999
8,540,74,0.0007026896500008206,0.58,0.11599999999999999
9,520,76,4.674397964850001,0.58,0.11599999999999999
10,560,72,0.0006869822499993461,0.57,0.11399999999999999
11,560,76,0.0007344561500000661,0.56,0.11200000000000002
