id,k,alpha,time,acc,score
1,1880,875,1.456897858933371,0.6599203187250996,0.13198406374501992
2,1875,870,1.4047067303666456,0.661195219123506,0.1322390438247012
3,1875,880,1.4295078170168078,0.6602390438247012,0.13204780876494024
4,1885,870,1.3964924637999503,0.6599203187250996,0.13198406374501992
5,1885,880,1.421383735933341,0.6608764940239044,0.13217529880478088
6,1870,865,1.4096629380832988,0.6605577689243027,0.13211155378486056
7,1870,875,1.4462404878999222,0.6608764940239044,0.13217529880478088
8,1880,865,1.410916297283499,0.6607171314741036,0.13214342629482073
