id,k,alpha,time,acc,score
1,1900,775,1.2377638874168042,0.6607171314741036,0.13214342629482073
2,1895,770,1.2375353402167093,0.6605577689243027,0.13211155378486056
3,1895,780,1.2557035705998714,0.659601593625498,0.1319203187250996
4,1905,770,1.2342108672002117,0.6610358565737052,0.13220717131474105
5,1905,780,1.246236825533318,0.6626294820717131,0.13252589641434262
6,1900,785,1.2457388505165,0.6592828685258965,0.13185657370517928
7,1910,775,1.2360969652998999,0.6594422310756972,0.13188844621513945
8,1910,785,1.247079854466574,0.6605577689243027,0.13211155378486056
