id,k,alpha,time,acc,score
1,1645,500,0.01368049039999922,0.63,0.126
2,1643,498,0.013820471733331867,0.63,0.126
3,1643,502,0.013873142199999695,0.65,0.13
4,1647,498,0.011218997616667063,0.63,0.126
5,1647,502,0.011152749416667499,0.65,0.13
6,1645,504,0.013829482566668124,0.66,0.132
7,1649,500,0.011495570783334111,0.63,0.126
8,1649,504,0.011998714933332622,0.65,0.13
9,1643,506,0.013295294416665607,0.67,0.134
10,1647,506,0.011291305866666334,0.64,0.128
11,1641,504,0.011925375483332345,0.64,0.128
12,1641,508,0.014592779449998261,0.65,0.13
13,1645,508,0.01230735299999992,0.65,0.13
