id,k,alpha,time,acc,score
1,1605,540,0.014637543816666702,0.64,0.128
2,1603,538,0.01488390965000003,0.63,0.126
3,1603,542,0.01479343496666677,0.64,0.128
4,1607,538,0.01282647145000008,0.64,0.128
5,1607,542,0.012325782633333187,0.65,0.13
6,1605,544,0.015432799466666581,0.64,0.128
7,1609,540,0.012501613799999945,0.64,0.128
8,1609,544,0.013018203800000095,0.66,0.132
9,1607,546,0.015934107550000222,0.66,0.132
10,1611,542,0.012356357966666802,0.65,0.13
11,1611,546,0.012414886733333456,0.66,0.132
