id,k,alpha,time,acc,score
1,1640,500,0.014302364566666862,0.64,0.128
2,1638,498,0.013214448366666905,0.65,0.13
3,1638,502,0.013599604466667378,0.64,0.128
4,1642,498,0.010997132050000384,0.65,0.13
5,1642,502,0.011737115933332614,0.65,0.13
6,1640,504,0.013443220166666,0.64,0.128
7,1644,500,0.011223390316666837,0.64,0.128
8,1644,504,0.010944834233333723,0.66,0.132
9,1642,506,0.013971507000000353,0.65,0.13
10,1646,502,0.011103183900000127,0.65,0.13
11,1646,506,0.0111825043500005,0.65,0.13
