id,k,alpha,time,acc,score
1,1620,460,0.012693792116666694,0.65,0.13
2,1618,458,0.012434818400000344,0.65,0.13
3,1618,462,0.012626823833333372,0.66,0.132
4,1622,458,0.010081342550000254,0.66,0.132
5,1622,462,0.010590188299999663,0.65,0.13
6,1620,456,0.012297928983333388,0.66,0.132
7,1624,456,0.010173836300000023,0.67,0.134
8,1624,460,0.010132422049999926,0.66,0.132
9,1622,454,0.012195714733333318,0.67,0.134
10,1626,454,0.00971174149999996,0.68,0.136
11,1626,458,0.009689399433333298,0.66,0.132
12,1624,452,0.012006268683333115,0.67,0.134
13,1628,452,0.010319110133333708,0.67,0.134
14,1628,456,0.009830293000000268,0.67,0.134
