id,k,alpha,time,acc,score
1,1650,460,0.012806741333334534,0.65,0.13
2,1648,458,0.012074131333332617,0.65,0.13
3,1648,462,0.012950752049999893,0.66,0.132
4,1652,458,0.010270090583333058,0.65,0.13
5,1652,462,0.010410052333332942,0.64,0.128
6,1646,460,0.009694022766666421,0.64,0.128
7,1646,464,0.012241763033332138,0.67,0.134
8,1650,464,0.009992595366666517,0.65,0.13
9,1644,462,0.010123062200000277,0.66,0.132
10,1644,466,0.012806320599999784,0.66,0.132
11,1648,466,0.010770895616665636,0.67,0.134
