id,k,alpha,time,acc,score
1,1600,470,0.013547162816666673,0.65,0.13
2,1598,468,0.012916622716666678,0.65,0.13
3,1598,472,0.012144313699999998,0.65,0.13
4,1602,468,0.00984148496666665,0.65,0.13
5,1602,472,0.01062779676666672,0.66,0.132
6,1600,474,0.013344522816666723,0.66,0.132
7,1604,470,0.010693597949999993,0.67,0.134
8,1604,474,0.010730764616666673,0.67,0.134
9,1602,476,0.012862099250000014,0.66,0.132
10,1606,472,0.010348091533333381,0.67,0.134
11,1606,476,0.01051944168333332,0.66,0.132
