,acc,alpha,k,n_train,time_fit,time_predict
0,0.6312350597609562,100,10,5913,0.0002164810000000461,12.389024952
1,0.6568924302788844,100,50,5913,6.664300000025491e-05,13.261472062000003
2,0.6591235059760956,100,150,5913,7.20580000006521e-05,12.928403845999995
3,0.6258167330677291,100,10,5602,8.474700000249413e-05,14.047849193999994
4,0.6562549800796813,100,50,5602,5.22760000052358e-05,13.151126711000003
5,0.6505179282868526,100,150,5602,5.83439999957136e-05,12.566265539
6,0.6286852589641434,100,10,5291,6.922999997982515e-05,12.561330623000003
7,0.6524302788844621,100,50,5291,6.851399999163732e-05,12.048260263999993
8,0.6541832669322709,100,150,5291,5.1842999994278216e-05,12.520914495
9,0.623585657370518,100,10,4980,7.422699999892757e-05,10.83961326299999
10,0.6562549800796813,100,50,4980,5.6415999949877005e-05,11.189240159999997
11,0.6543426294820717,100,150,4980,5.434799999193274e-05,11.956315099999983
12,0.6239043824701195,100,10,4668,7.198299999799929e-05,11.600289429000043
13,0.6492430278884462,100,50,4668,6.432700001823832e-05,11.79390026599998
14,0.6535458167330678,100,150,4668,5.031000000599306e-05,10.84776370100002
15,0.621195219123506,100,10,4357,6.567100001575454e-05,11.450193313
16,0.6508366533864541,100,50,4357,6.222500002195375e-05,10.74734593200003
17,0.6530677290836654,100,150,4357,6.078299998080183e-05,9.696293157000014
18,0.6186454183266932,100,10,4046,5.609299995512629e-05,10.390121850000014
19,0.6435059760956175,100,50,4046,5.775500000027023e-05,10.518655429000034
20,0.6452589641434263,100,150,4046,8.04679999646396e-05,10.660249732000011
21,0.6156175298804781,100,10,3735,5.620399997496861e-05,10.495732827999973
22,0.6425498007968128,100,50,3735,5.846900000960886e-05,9.783301939000012
23,0.6545019920318725,100,150,3735,6.610499997350416e-05,11.048213903999908
24,0.6097211155378486,100,10,3423,6.906600003731e-05,10.126853701999948
25,0.650996015936255,100,50,3423,6.954000002679095e-05,11.632754484999964
26,0.6661354581673307,100,150,3423,5.563199999869539e-05,11.513967081000033
27,0.6191235059760957,100,10,3112,5.776199998308584e-05,9.491105029999972
28,0.637609561752988,100,50,3112,5.671899998560548e-05,10.196514207000064
29,0.6379282868525896,100,150,3112,5.8203999969919096e-05,8.819664469000031
30,0.605418326693227,100,10,2801,6.427099992833973e-05,8.472007630000007
31,0.6356972111553785,100,50,2801,5.745700002535159e-05,8.709238051000057
32,0.6404780876494024,100,150,2801,5.5492000001322594e-05,8.634710023000025
33,0.6039840637450199,100,10,2490,5.542199994579278e-05,9.537041734000013
34,0.6430278884462152,100,50,2490,5.98609999542532e-05,8.872646752999913
35,0.6647011952191235,100,150,2490,5.785999996987812e-05,9.14025123500005
36,0.6068525896414343,100,10,2178,0.0002638110000000582,8.674222962
37,0.6251792828685259,100,50,2178,6.213400000021352e-05,9.276809172
38,0.6471713147410358,100,150,2178,5.519600000170044e-05,8.214617191999999
39,0.6097211155378486,100,10,1867,5.993599999953858e-05,6.256550453999999
40,0.6320318725099602,100,50,1867,6.169099999908667e-05,7.072080395
41,0.6471713147410358,100,150,1867,7.812900000203626e-05,8.174691865
42,0.6137051792828685,100,10,1556,7.717700000853256e-05,8.162890808
43,0.6309163346613545,100,50,1556,7.163899999795831e-05,8.580868715999998
44,0.6503585657370518,100,150,1556,8.796000000188542e-05,8.463505491000006
45,0.5945816733067729,100,10,1245,6.396199999869623e-05,6.41065691
46,0.6202390438247012,100,50,1245,7.187799999996969e-05,7.405606297999995
47,0.6364940239043825,100,150,1245,7.038399999714784e-05,6.180074099999985
48,0.6162549800796813,100,10,933,5.2820000007614e-05,3.855144519999982
49,0.621195219123506,100,50,933,6.935600001156672e-05,4.381920059999999
50,0.6186454183266932,100,150,933,6.280300002003969e-05,2.5077890329999946
51,0.5912350597609561,100,10,622,9.173999998779436e-05,2.5895152439999833
52,0.6027091633466135,100,50,622,6.974499999046202e-05,4.027603045999996
53,0.6030278884462151,100,150,622,5.718500000284621e-05,3.3029692019999857
54,0.5654183266932271,100,10,311,5.5833000004668065e-05,3.495241474000011
55,0.5805577689243028,100,50,311,6.419400000368114e-05,2.9910443100000066
56,0.5354581673306773,100,150,311,6.23509999968519e-05,3.679296137999984
57,0.6315537848605578,100,10,5913,6.414899999640511e-05,12.769322533999997
58,0.6552988047808765,100,50,5913,5.9217000000444386e-05,13.592204106999986
59,0.6543426294820717,100,150,5913,5.866200001491961e-05,12.46791267499998
60,0.6254980079681275,100,10,5602,8.38400000020556e-05,12.038158006000003
61,0.6618326693227091,100,50,5602,6.92819999699168e-05,12.792932684999982
62,0.6562549800796813,100,150,5602,6.54879999615332e-05,13.163878716
63,0.6234262948207171,100,10,5291,7.003700000041135e-05,10.971045376999996
64,0.6552988047808765,100,50,5291,7.103800004415461e-05,12.976241417999972
65,0.6576892430278884,100,150,5291,6.888100000423947e-05,12.451519523000002
66,0.6232669322709163,100,10,4980,7.862699999350298e-05,11.029770786000029
67,0.6481274900398406,100,50,4980,6.610200000523037e-05,12.724935703000028
68,0.6487649402390439,100,150,4980,6.117600003108237e-05,11.022515833
69,0.62199203187251,100,10,4668,5.3621999995812075e-05,10.283220235999977
70,0.6519521912350598,100,50,4668,5.2925999966646486e-05,11.810698474999981
71,0.6447808764940239,100,150,4668,5.733299997245922e-05,11.744572153000036
72,0.6231075697211156,100,10,4357,0.0002668430000000166,10.460013148
73,0.6403187250996016,100,50,4357,6.313900000165518e-05,11.279042846
74,0.6549800796812749,100,150,4357,5.58190000035097e-05,10.967272319000003
75,0.6296414342629482,100,10,4046,6.413199999144581e-05,10.652554434999999
76,0.6481274900398406,100,50,4046,5.6772999997178886e-05,10.639712381999999
77,0.6500398406374502,100,150,4046,6.33719999996174e-05,10.612623623000005
78,0.6137051792828685,100,10,3735,6.22109999994791e-05,10.825601995999989
79,0.6454183266932271,100,50,3735,5.58819999980642e-05,10.393163326999996
80,0.6567330677290837,100,150,3735,5.606799999213763e-05,9.76620394599999
81,0.617211155378486,100,10,3423,6.766800001400952e-05,11.44851544300002
82,0.6278884462151394,100,50,3423,5.7838999993009566e-05,10.144487241999997
83,0.6447808764940239,100,150,3423,5.530300001055366e-05,9.89750014400002
84,0.6218326693227092,100,10,3112,5.793299999368173e-05,9.572692271999983
85,0.6457370517928287,100,50,3112,0.00011331000001746361,9.86511369599998
86,0.637609561752988,100,150,3112,5.713699999887467e-05,10.298695737000003
87,0.610199203187251,100,10,2801,5.86969999858411e-05,8.660517862000006
88,0.6388844621513944,100,50,2801,5.5684000017208746e-05,9.18832230800001
89,0.638406374501992,100,150,2801,6.225999999287524e-05,9.524217496000006
90,0.6143426294820717,100,10,2490,5.718599999227081e-05,9.126230680999981
91,0.6353784860557768,100,50,2490,5.7783999977800704e-05,9.125342952999972
92,0.6436653386454183,100,150,2490,7.742099995766694e-05,9.921146004999969
93,0.617211155378486,100,10,2178,5.486899999596062e-05,8.374060422000014
94,0.627410358565737,100,50,2178,6.86139999857005e-05,8.036790480999969
95,0.6229482071713147,100,150,2178,5.880300000171701e-05,8.82671688900001
96,0.6003187250996016,100,10,1867,6.786799997371418e-05,9.158479052000018
97,0.6266135458167331,100,50,1867,5.311500001425884e-05,8.198341817000028
98,0.6516334661354581,100,150,1867,5.796200002805563e-05,9.691617631000042
99,0.602390438247012,100,10,1556,5.7930000025407935e-05,5.20687566700002
100,0.6320318725099602,100,50,1556,5.592900004103285e-05,8.072720269000001
101,0.6503585657370518,100,150,1556,5.808199995271934e-05,8.510242204999997
102,0.5993625498007968,100,10,1245,5.2345000085551874e-05,6.914263650000066
103,0.6119521912350597,100,50,1245,6.058300004951889e-05,7.900957360000007
104,0.6344223107569721,100,150,1245,5.951000002824003e-05,5.29331270800003
105,0.5800796812749004,100,10,933,6.520800002363103e-05,3.969336525000017
106,0.6082868525896414,100,50,933,6.098000005749782e-05,3.9081950319999805
107,0.6519521912350598,100,150,933,5.5868999993435864e-05,2.2452126059999955
108,0.5722709163346613,100,10,622,0.00022038299999993516,4.131338253
109,0.5937848605577689,100,50,622,7.998299999911751e-05,3.6290563559999995
110,0.6269322709163346,100,150,622,7.0931999999857e-05,3.9334141600000017
111,0.5775298804780876,100,10,311,5.69279999993455e-05,3.451436616999999
112,0.5483665338645418,100,50,311,9.098399999984963e-05,3.8660594949999982
113,0.5542629482071714,100,150,311,6.213800000054448e-05,3.351279691000002
114,0.6272509960159363,100,10,5913,6.0000000004833964e-05,13.699979696000007
115,0.6552988047808765,100,50,5913,8.332699999868964e-05,12.93061771
116,0.6516334661354581,100,150,5913,6.304900000486668e-05,13.109213562999997
117,0.6205577689243028,100,10,5602,7.928099999787719e-05,12.692649137000004
118,0.6584860557768925,100,50,5602,5.390199999055767e-05,13.473349842999994
119,0.6556175298804781,100,150,5602,5.579099999408754e-05,12.566620005999994
120,0.629003984063745,100,10,5291,5.507899999201982e-05,11.182649169000001
121,0.6473306772908366,100,50,5291,5.7656999985056245e-05,13.242194791999992
122,0.6580079681274901,100,150,5291,5.484799999067036e-05,13.765561719999994
123,0.6178486055776893,100,10,4980,5.771999997250532e-05,11.55122412999998
124,0.6446215139442231,100,50,4980,6.957800002282966e-05,10.370922240000027
125,0.6525896414342629,100,150,4980,6.775399998559806e-05,12.965710978999994
126,0.6202390438247012,100,10,4668,5.369799998788949e-05,12.076932268999997
127,0.6423904382470119,100,50,4668,6.906300001219279e-05,10.648000599999989
128,0.6478087649402391,100,150,4668,6.363200003534075e-05,10.878071003999992
129,0.6269322709163346,100,10,4357,5.5036000048858114e-05,11.030946229999984
130,0.6411155378486055,100,50,4357,5.253699998775119e-05,10.349958238
131,0.6588047808764941,100,150,4357,6.761899999219168e-05,11.385662668000009
132,0.6221513944223107,100,10,4046,5.474199997479445e-05,9.735976291999975
133,0.6401593625498008,100,50,4046,5.6801999960498506e-05,11.249608544999944
134,0.6423904382470119,100,150,4046,5.889500005196169e-05,11.00004839199994
135,0.6203984063745019,100,10,3735,7.00130000268473e-05,11.427857426999935
136,0.6497211155378486,100,50,3735,6.88239999817597e-05,10.042990977000045
137,0.6575298804780877,100,150,3735,5.2482999990388635e-05,10.307947106000029
138,0.6095617529880478,100,10,3423,5.803999999898224e-05,10.269753742000034
139,0.6468525896414342,100,50,3423,7.32420000986167e-05,10.595794499000021
140,0.6372908366533865,100,150,3423,8.239099997808808e-05,9.92114776599999
141,0.6100398406374502,100,10,3112,5.437500010430085e-05,9.909915804999969
142,0.6420717131474104,100,50,3112,5.5229999929906626e-05,10.124054157000046
143,0.6570517928286853,100,150,3112,5.9992000046804606e-05,9.65194004
144,0.6087649402390438,100,10,2801,7.107199996880809e-05,8.64651277300004
145,0.6385657370517929,100,50,2801,7.227300000067771e-05,10.60928955199995
146,0.6419123505976095,100,150,2801,8.762300001308176e-05,8.603567539000096
147,0.5982470119521912,100,10,2490,5.7577999996283324e-05,8.70353317699994
148,0.6393625498007968,100,50,2490,6.786300002659118e-05,8.800310034999939
149,0.6420717131474104,100,150,2490,5.927800009430939e-05,8.577873178000004
150,0.6247011952191235,100,10,2178,5.991199998334196e-05,7.926771056999996
151,0.6439840637450199,100,50,2178,6.532899999456276e-05,7.985859961000074
152,0.6435059760956175,100,150,2178,5.756899997777509e-05,8.502121042999988
153,0.6094023904382471,100,10,1867,5.716999999094696e-05,7.557448670999975
154,0.6189641434262948,100,50,1867,5.624900006750977e-05,9.62736351000001
155,0.6514741035856574,100,150,1867,5.4795999972157006e-05,8.076643244000024
156,0.6017529880478087,100,10,1556,5.94729999647825e-05,7.122289290000026
157,0.6329880478087649,100,50,1556,5.2095000000917935e-05,7.292343833000018
158,0.6229482071713147,100,150,1556,5.6587000017316313e-05,5.334510153999986
159,0.6082868525896414,100,10,1245,5.865699995410978e-05,6.537784982999938
160,0.6312350597609562,100,50,1245,5.7864999917001114e-05,7.415935079000064
161,0.6162549800796813,100,150,1245,5.9584000041468244e-05,7.057315636999988
