,acc,alpha,k,n_train,time_fit,time_predict
0,0.5874103585657371,10,100,5913,0.00021007600000000348,2.993198409
1,0.6168924302788844,20,100,5913,6.427499999972497e-05,4.461707134000001
2,0.6529083665338645,50,100,5913,5.893300000003876e-05,7.324785951999999
3,0.5920318725099601,10,100,5602,7.166199999986134e-05,2.7298912850000008
4,0.6160956175298805,20,100,5602,6.841199999740866e-05,4.017010564000003
5,0.6552988047808765,50,100,5602,7.363299999951778e-05,7.536769540000002
6,0.5894820717131474,10,100,5291,5.6649000001129934e-05,2.709981832000004
7,0.6043027888446215,20,100,5291,5.626099999744838e-05,3.8429021070000005
8,0.6546613545816733,50,100,5291,5.372200000408611e-05,7.522410092000001
9,0.588207171314741,10,100,4980,5.616500000371616e-05,2.536906591999994
10,0.6089243027888446,20,100,4980,5.645099999185277e-05,4.142278497999996
11,0.6457370517928287,50,100,4980,7.578499999283395e-05,7.081073275999998
12,0.5826294820717132,10,100,4668,6.563299999129413e-05,2.4379352949999884
13,0.6084462151394422,20,100,4668,6.851499999527277e-05,4.054895067999993
14,0.638406374501992,50,100,4668,5.687200000181747e-05,6.571579273000012
15,0.5835856573705179,10,100,4357,5.569300000729527e-05,2.143016309000018
16,0.6068525896414343,20,100,4357,5.686700001206191e-05,4.680004109000009
17,0.6476494023904382,50,100,4357,5.632100001662366e-05,6.046975843000013
18,0.5819920318725099,10,100,4046,5.588400000533511e-05,2.0700983210000174
19,0.6,20,100,4046,5.673100000080922e-05,3.495686575999997
20,0.6447808764940239,50,100,4046,5.389300000047115e-05,6.473528398000013
21,0.5746613545816733,10,100,3735,6.141500000467204e-05,2.0771489360000146
22,0.600796812749004,20,100,3735,5.239399999368288e-05,3.636193927999983
23,0.6431872509960159,50,100,3735,5.773499998440457e-05,5.645528073000008
24,0.578804780876494,10,100,3423,5.9776000000510976e-05,1.860208417999985
25,0.605418326693227,20,100,3423,5.651000000739259e-05,3.6732540640000195
26,0.6395219123505976,50,100,3423,6.097199999999248e-05,6.119290245999991
27,0.5800796812749004,10,100,3112,6.13630000145804e-05,1.7275917790000221
28,0.610199203187251,20,100,3112,6.31989999817506e-05,3.4507077179999897
29,0.6525896414342629,50,100,3112,6.452700000636469e-05,5.657155667000012
30,0.5834262948207172,10,100,2801,5.603500000006534e-05,1.6719969659999947
31,0.6086055776892431,20,100,2801,5.2447000001620836e-05,2.7209875409999995
32,0.6557768924302789,50,100,2801,6.216299999550756e-05,5.305130919999982
33,0.5856573705179283,10,100,2490,5.1834999965194584e-05,1.561717150999982
34,0.6092430278884462,20,100,2490,6.561300000385017e-05,3.1700231060000306
35,0.6388844621513944,50,100,2490,6.0254999993958336e-05,5.163294320999967
36,0.5784860557768924,10,100,2178,0.00026240300000002215,1.17127812
37,0.5996812749003984,20,100,2178,5.661500000009312e-05,2.12890048
38,0.6312350597609562,50,100,2178,6.405199999992561e-05,3.2807028680000005
39,0.5856573705179283,10,100,1867,5.555800000145439e-05,1.2129423789999993
40,0.6089243027888446,20,100,1867,6.0308999998426316e-05,1.9288151100000022
41,0.6382470119521912,50,100,1867,6.764300000128287e-05,4.542390087000001
42,0.5539442231075697,10,100,1556,5.544600000106925e-05,0.9791463940000007
43,0.6087649402390438,20,100,1556,5.7733000002002655e-05,2.1300594120000014
44,0.6447808764940239,50,100,1556,6.02230000055215e-05,4.2964283709999975
45,0.5716334661354582,10,100,1245,5.481299999843259e-05,0.8996576839999975
46,0.5985657370517928,20,100,1245,5.742900000171858e-05,2.559705416
47,0.621195219123506,50,100,1245,7.214000000033138e-05,3.6482889830000005
48,0.5679681274900399,10,100,933,5.2371000002437995e-05,0.7851150560000022
49,0.5980876494023905,20,100,933,5.475300000057359e-05,2.064163148999995
50,0.622788844621514,50,100,933,7.185099999418298e-05,4.296405724000003
51,0.5627091633466136,10,100,622,5.7936000004588095e-05,0.4873794100000026
52,0.5673306772908366,20,100,622,5.522000000723892e-05,1.8059710839999923
53,0.5939442231075697,50,100,622,5.695800000182771e-05,3.0919240289999976
54,0.5423107569721115,10,100,311,6.224499999518684e-05,0.3845369699999992
55,0.5509163346613546,20,100,311,5.9110999998779334e-05,0.7040785019999873
56,0.5620717131474103,50,100,311,5.492500000059408e-05,2.1056420590000045
57,0.5862948207171315,10,100,5913,5.7556000001568464e-05,2.848325508000002
58,0.6130677290836654,20,100,5913,5.729199999393586e-05,4.471591763999996
59,0.6533864541832669,50,100,5913,6.322199999431177e-05,7.186150642999991
60,0.5877290836653386,10,100,5602,5.417200000579214e-05,2.6518635139999986
61,0.6121115537848606,20,100,5602,5.6368999992173485e-05,4.960061876999987
62,0.6492430278884462,50,100,5602,5.787199999929271e-05,7.521904011000004
63,0.589800796812749,10,100,5291,5.479300000388321e-05,2.709261567999988
64,0.610996015936255,20,100,5291,5.743299999494411e-05,3.6885455179999838
65,0.6473306772908366,50,100,5291,5.410400001437665e-05,6.648675832000009
66,0.5802390438247012,10,100,4980,5.720999999425658e-05,2.455490392999991
67,0.6143426294820717,20,100,4980,5.475700001511541e-05,3.867117185000012
68,0.6478087649402391,50,100,4980,5.4340000019692525e-05,7.192034281000019
69,0.5824701195219123,10,100,4668,5.309400000896858e-05,2.235570531999997
70,0.6154581673306773,20,100,4668,5.4090000020323714e-05,3.378856135999996
71,0.6443027888446216,50,100,4668,5.658800000674091e-05,7.315319420999998
72,0.5861354581673307,10,100,4357,0.00029633200000001025,2.434306456
73,0.6036653386454184,20,100,4357,5.439200000001421e-05,3.8192559080000006
74,0.6557768924302789,50,100,4357,8.339899999931788e-05,6.065137208000001
75,0.5864541832669322,10,100,4046,6.38010000031386e-05,2.1032917960000006
76,0.6210358565737052,20,100,4046,5.692999999951098e-05,3.509869755999997
77,0.6366533864541832,50,100,4046,5.563600000613178e-05,5.940910391999999
78,0.5805577689243028,10,100,3735,5.739399999526995e-05,2.175420770999999
79,0.6012749003984064,20,100,3735,5.304399999772613e-05,3.1959238840000026
80,0.6385657370517929,50,100,3735,5.689600000380324e-05,5.240444613999998
81,0.5813545816733068,10,100,3423,5.500899999333342e-05,1.786845108999998
82,0.6068525896414343,20,100,3423,5.35779999921715e-05,3.2013098919999976
83,0.6403187250996016,50,100,3423,9.208299999841074e-05,6.182347796999991
84,0.5843824701195219,10,100,3112,5.641500000308497e-05,1.744422899
85,0.6068525896414343,20,100,3112,5.606300000238207e-05,3.3358755739999992
86,0.619601593625498,50,100,3112,5.733599999757644e-05,5.367289563
87,0.5821513944223108,10,100,2801,6.182799999976396e-05,1.7538560899999993
88,0.6011155378486056,20,100,2801,6.016700000088804e-05,3.5303558980000105
89,0.629003984063745,50,100,2801,5.548900000462709e-05,3.780161577000001
90,0.5789641434262949,10,100,2490,5.504400000688747e-05,1.4807724499999892
91,0.6076494023904383,20,100,2490,5.604099999345635e-05,3.275224809000008
92,0.6406374501992032,50,100,2490,5.6733999997504725e-05,4.786464540999987
93,0.5762549800796812,10,100,2178,5.822200000693556e-05,1.385110486000002
94,0.6020717131474104,20,100,2178,6.784100000345461e-05,3.1612731380000128
95,0.6481274900398406,50,100,2178,5.3723000007721566e-05,5.146861589999986
96,0.5789641434262949,10,100,1867,5.425599999853148e-05,1.2502740779999897
97,0.6140239043824701,20,100,1867,5.604599999742277e-05,2.5239579379999952
98,0.6231075697211156,50,100,1867,5.5003999989367e-05,3.6335742629999856
99,0.5671713147410359,10,100,1556,5.492599999001868e-05,1.1351102609999941
100,0.5942629482071713,20,100,1556,5.2081999996289596e-05,2.316419249000006
101,0.6036653386454184,50,100,1556,5.819700001552519e-05,4.545025879999997
102,0.5604780876494024,10,100,1245,5.4919999996627666e-05,0.930416173999987
103,0.5756175298804781,20,100,1245,5.844100002150299e-05,2.1000523180000243
104,0.6364940239043825,50,100,1245,6.385800000430208e-05,4.152438310999997
105,0.5502788844621513,10,100,933,5.40519999958633e-05,0.5301979550000055
106,0.5928286852589641,20,100,933,5.4817000005868977e-05,1.1272767719999877
