id,k,alpha,time,acc,score
1,100,50,2.271508304566667,0.56,0.11200000000000002
2,80,48,2.101622154883333,0.56,0.11200000000000002
3,80,52,2.4685400066833334,0.57,0.11399999999999999
4,120,48,0.0003677978333333461,0.56,0.11200000000000002
5,120,52,0.0003892987500004589,0.53,0.10600000000000001
6,60,50,0.0003564826666670721,0.58,0.11599999999999999
7,60,54,2.5035324082999995,0.57,0.11399999999999999
8,100,54,0.0003900381999983438,0.58,0.11599999999999999
9,80,56,2.607743725816668,0.6,0.12
10,120,56,0.0004068005166667869,0.55,0.11000000000000001
11,60,58,2.7274070310333323,0.54,0.10800000000000001
12,100,58,0.0004170853666664698,0.58,0.11599999999999999
