id,k,alpha,time,acc,score
1,900,20,0.12583330298333334,0.52,0.10400000000000001
2,880,18,0.10949741113333333,0.5,0.1
3,880,22,0.11844954889999997,0.53,0.10600000000000001
4,920,18,0.0006092115000000102,0.53,0.10600000000000001
5,920,22,0.0006580465333333525,0.53,0.10600000000000001
6,900,24,0.1270574296166666,0.56,0.11200000000000002
7,940,20,0.0006432988166666339,0.5,0.1
8,940,24,0.0006902874833333072,0.56,0.11200000000000002
9,920,26,0.11802412816666662,0.56,0.11200000000000002
10,960,22,0.000632919033333342,0.51,0.10200000000000001
11,960,26,0.0006785782000000277,0.56,0.11200000000000002
