id,k,alpha,time,acc,score
1,400,70,0.17925190714999997,0.57,0.11399999999999999
2,380,68,0.17589994500000003,0.58,0.11599999999999999
3,380,72,0.18365913333333334,0.58,0.11599999999999999
4,420,68,0.001041547516666578,0.57,0.11399999999999999
5,420,72,0.0010866630166667334,0.56,0.11200000000000002
6,360,70,0.0010647191166667607,0.59,0.118
7,360,74,0.18126796900000006,0.59,0.118
8,400,74,0.0011230731000000085,0.55,0.11000000000000001
9,340,72,0.001062348283333255,0.59,0.118
10,340,76,0.18465904991666673,0.62,0.124
11,380,76,0.0011184073666666923,0.57,0.11399999999999999
12,320,74,0.0010724236166666401,0.6,0.12
13,320,78,0.17600059851666655,0.62,0.124
14,360,78,0.0011540727500000496,0.58,0.11599999999999999
