id,k,alpha,time,acc,score
1,2,150,3.771459495166667,0.3835856573705179,0.07671713147410358
2,3,145,3.755015564766667,0.44175298804780877,0.08835059760956175
3,3,155,3.4935883222500004,0.4288446215139442,0.08576892430278885
4,2,140,106.34636005461668,0.5064541832669323,0.003968590485896201
5,4,140,0.001147571000001335,0.5064541832669323,0.10129083665338645
6,4,150,0.14450935083333813,0.47139442231075696,0.0942788844621514
7,3,135,0.9020742511499975,0.49864541832669323,0.09972908366533864
8,5,135,0.07504758911666916,0.5058167330677291,0.10116334661354583
9,5,145,0.14973921431666593,0.4793625498007968,0.09587250996015936
150,0.6688704649499982,0.4940239043824701,0.09880478087649402
11,7,145,0.7034081900499966,0.48844621513944225,0.09768924302788845
12,7,155,0.713529330833334,0.48701195219123505,0.09740239043824701
