id,k,alpha,time,acc,score
1,100,91,0.45879418941666666,0.49354581673306774,0.09870916334661355
2,90,81,0.43405910056666663,0.49338645418326693,0.09867729083665339
3,90,101,0.5179075868999999,0.49354581673306774,0.09870916334661355
4,110,81,0.02663112951666662,0.49354581673306774,0.09870916334661355
5,110,101,0.05402142988333338,0.49354581673306774,0.09870916334661355
