id,k,alpha,time,acc,score
1,102,700,1.7319689218833334,0.49083665338645416,0.09816733067729083
2,101,695,1.7122305175333337,0.49354581673306774,0.09870916334661355
3,101,705,1.7753161115166662,0.4554581673306773,0.09109163346613545
4,103,695,0.2952554244666667,0.4937051792828685,0.0987410358565737
5,103,705,0.3847295699833334,0.4594422310756972,0.09188844621513945
6,102,690,1.6378926278000003,0.49211155378486054,0.09842231075697211
7,104,690,0.28665425803333355,0.49274900398406374,0.09854980079681275
8,104,700,0.2906163945500007,0.4913147410358566,0.09826294820717132
