id,k,alpha,time,acc,score
1,101,800,2.0349703025833334,0.44685258964143426,0.08937051792828685
2,100,795,1.9756092197000001,0.5582470119521913,0.11164940239043826
3,100,805,1.9860579712166668,0.4458964143426295,0.0891792828685259
4,102,795,0.4290210002666669,0.5588844621513944,0.11177689243027888
5,102,805,0.43429095761666664,0.44733067729083664,0.08946613545816733
6,101,790,1.8023889066833334,0.4925896414342629,0.09851792828685259
7,103,790,0.3295576624666675,0.4919521912350598,0.09839043824701196
8,103,800,0.42391815841666775,0.44764940239043827,0.08952988047808766
