id,k,alpha,time,acc,score
1,100,900,2.1093944739666664,0.49227091633466136,0.09845418326693227
2,99,895,2.1808929695500003,0.4634262948207171,0.09268525896414342
3,99,905,2.0719798395666666,0.4997609561752988,0.09995219123505976
4,101,895,0.4818457867666666,0.46358565737051793,0.09271713147410358
5,101,905,0.3797754617999999,0.4989641434262948,0.09979282868525896
6,98,900,0.3702027337833338,0.49211155378486054,0.09842231075697211
7,98,910,2.2004698893499994,0.5547410358565737,0.11094820717131475
8,100,910,0.47819759808333323,0.5528286852589641,0.11056573705179282
9,97,905,0.3801999277666653,0.4997609561752988,0.09995219123505976
10,97,915,2.1488834948833317,0.5545816733067729,0.11091633466135457
11,99,915,0.4912971964666667,0.5537848605577689,0.11075697211155378
