id,k,alpha,time,acc,score
1,103,1400,2.8691974226333334,0.49306772908366536,0.09861354581673307
2,102,1395,2.8073240919333333,0.4925896414342629,0.09851792828685259
3,102,1405,2.7676561189499997,0.4940239043824701,0.09880478087649402
4,104,1395,0.5919738375333339,0.49290836653386455,0.09858167330677291
5,104,1405,0.588650053249999,0.4937051792828685,0.0987410358565737
6,101,1400,0.5738903537000017,0.49290836653386455,0.09858167330677291
7,101,1410,2.977745080916668,0.5604780876494024,0.11209561752988048
8,103,1410,0.7279723404166665,0.5580876494023904,0.11161752988047809
9,100,1405,0.5871326679500005,0.4940239043824701,0.09880478087649402
10,100,1415,2.791854400533333,0.4945019920318725,0.0989003984063745
11,102,1415,0.5919984240833362,0.4943426294820717,0.09886852589641434
