id,k,alpha,time,acc,score
1,150,700,0.9780608254500294,0.6412749003984064,0.12825498007968128
2,140,650,0.9386552708666689,0.6444621513944223,0.12889243027888447
3,140,750,1.1062711722499747,0.6427091633466135,0.1285418326693227
4,160,650,0.9520437332333131,0.6404780876494024,0.12809561752988047
5,160,750,1.11155150208333,0.6395219123505976,0.12790438247011954
6,130,600,0.8500356955833316,0.6506772908366534,0.1301354581673307
7,130,700,0.9905601175333383,0.6454183266932271,0.1290836653386454
8,150,600,0.8607764599833293,0.6435059760956175,0.12870119521912352
9,120,550,0.8051075883333396,0.6551394422310757,0.13102788844621513
10,120,650,0.9482353842833314,0.6522709163346614,0.13045418326693228
11,140,550,0.8070142724166545,0.651792828685259,0.1303585657370518
12,110,500,0.6791281047166801,0.6543426294820717,0.13086852589641434
13,110,600,0.8587320210333321,0.6584860557768925,0.1316972111553785
14,130,500,0.6775681424333319,0.6557768924302789,0.1311553784860558
15,100,550,0.7985069257333332,0.6578486055776892,0.13156972111553783
16,100,650,0.9479653443499956,0.6599203187250996,0.13198406374501992
17,90,600,0.8594164231500144,0.6592828685258965,0.13185657370517928
18,90,700,1.0007863792333107,0.6576892430278884,0.13153784860557768
19,110,700,1.012056388283357,0.6532270916334662,0.13064541832669324
