id,k,alpha,time,acc,score
1,1000,600,0.4096982105,0.57,0.11399999999999999
2,990,590,0.4064782134166666,0.58,0.11599999999999999
3,990,610,0.41935211983333337,0.57,0.11399999999999999
4,1010,590,0.00854258873333317,0.58,0.11599999999999999
5,1010,610,0.008816334199999906,0.58,0.11599999999999999
6,1000,620,0.4245956077166667,0.59,0.118
7,1020,600,0.00857791031666674,0.6,0.12
8,1020,620,0.008883981533333458,0.58,0.11599999999999999
9,1030,590,0.008583658633333376,0.58,0.11599999999999999
10,1030,610,0.008813487666666711,0.57,0.11399999999999999
