id,k,alpha,time,acc,score
1,200,800,0.5344591412333333,0.57,0.11399999999999999
2,190,790,0.5314865538666667,0.58,0.11599999999999999
3,190,810,0.5501386926500001,0.58,0.11599999999999999
4,210,790,0.010834360099999904,0.58,0.11599999999999999
5,210,810,0.011173191800000145,0.58,0.11599999999999999
6,200,820,0.5493243456999999,0.58,0.11599999999999999
7,220,800,0.01085434386666672,0.58,0.11599999999999999
8,220,820,0.01109630965000008,0.59,0.118
9,210,830,0.5627558351999998,0.57,0.11399999999999999
10,230,810,0.011184204133333727,0.57,0.11399999999999999
11,230,830,0.01144684284999992,0.57,0.11399999999999999
